Time,Accel_x,Accel_y,Accel_z,Gyr_x,Gyr_y,Gyr_z,Label
12:06:29,0.51,0.27,-0.21,153.58,-76.65,33.74,Walking
12:06:29,0.42,0.32,-0.23,109.2,-80.22,19.53,Walking
12:06:29,0.4,0.37,-0.19,87.36,-86.73,14.35,Walking
12:06:29,0.39,0.38,-0.08,66.08,-101.29,-3.01,Walking
12:06:29,0.41,0.35,0.04,35.56,-107.59,-13.93,Walking
12:06:29,0.47,0.24,0.12,-11.48,-113.96,-28.14,Walking
12:06:29,0.57,0.04,0.32,-57.19,-117.11,-42.21,Walking
12:06:29,0.74,-0.23,0.59,-102.27,-104.58,-41.58,Walking
12:06:29,0.85,-0.61,0.9,-121.8,-98.56,-33.04,Walking
12:06:29,1.17,-1.12,1.64,-69.37,-73.36,-30.52,Walking
12:06:29,1.52,-1.94,2.26,151.2,-14.63,-29.54,Walking
12:06:29,1.41,-2.14,1.2,119.63,-3.57,46.13,Walking
12:06:29,1.54,-2.84,0.7,38.08,28.28,93.24,Walking
12:06:29,1.35,-2.38,0.17,72.73,29.05,118.51,Walking
12:06:29,0.86,-1.01,0.24,63.28,10.64,102.48,Walking
12:06:29,0.63,-0.37,0.4,60.76,9.03,78.05,Walking
12:06:29,0.44,0.03,0.4,49.35,15.61,55.02,Walking
12:06:29,0.26,0.17,0.21,15.68,17.92,43.12,Walking
12:06:29,0.49,0.08,0.14,-40.11,-0.84,24.43,Walking
12:06:29,0.82,-0.73,-0.02,-80.5,-12.04,-9.24,Walking
12:06:29,1.15,-1.63,-0.27,-40.25,14.49,24.15,Walking
12:06:29,0.54,1.13,-0.12,-22.75,-28.14,-35.42,Walking
12:06:29,0.64,0.86,-0.18,-114.52,19.53,-80.92,Walking
12:06:29,0.74,0.45,-0.49,-71.54,27.37,-113.4,Walking
12:06:29,1.02,0.39,-0.32,-49.91,8.82,-137.13,Walking
12:06:29,1.54,0.29,-0.24,-58.45,8.47,-169.12,Walking
12:06:29,1.93,-0.03,-0.36,-58.52,22.82,-187.32,Walking
12:06:29,1.89,-0.58,-0.65,0.77,-8.61,-162.54,Walking
12:06:29,1.55,-0.78,-0.67,75.6,-77.84,-97.3,Walking
12:06:29,1.2,-0.65,-0.55,67.27,-135.59,-46.27,Walking
12:06:29,0.95,-0.67,-0.42,56.35,-167.09,-9.52,Walking
12:06:29,0.65,-0.56,-0.09,63.42,-157.85,-0.98,Walking
12:06:29,0.58,-0.56,0.05,57.68,-144.76,-34.44,Walking
12:06:29,0.55,-0.56,0.28,28.91,-141.33,-50.75,Walking
12:06:29,0.76,-0.45,0.62,-3.29,-142.66,-18.76,Walking
12:06:29,1.04,-0.05,0.64,-0.07,-102.34,-13.02,Walking
12:06:29,1.06,0.13,0.28,-2.87,-70.49,-35.35,Walking
12:06:29,0.98,0.06,0.03,-29.54,-71.19,-46.2,Walking
12:06:29,0.95,-0.02,-0.04,-59.15,-67.62,-50.89,Walking
12:06:29,0.9,-0.05,-0.04,-83.72,-55.65,-49,Walking
12:06:29,0.81,-0.07,-0.01,-101.08,-49.49,-54.25,Walking
12:06:29,0.73,-0.3,0.1,-107.17,-45.57,-65.87,Walking
12:06:29,0.72,-0.46,0.11,-92.12,-41.93,-61.67,Walking
12:06:29,0.72,-0.51,0.08,-73.85,-39.48,-59.43,Walking
12:06:29,0.77,-0.48,0.05,-67.62,-36.89,-54.74,Walking
12:06:29,0.81,-0.43,0.02,-74.2,-34.51,-52.15,Walking
12:06:29,0.83,-0.43,0,-74.83,-32.9,-55.16,Walking
12:06:29,0.83,-0.51,0,-60.48,-38.22,-55.23,Walking
12:06:29,0.83,-0.55,0.04,-43.89,-48.3,-52.78,Walking
12:06:29,0.81,-0.53,0.08,-35.84,-56.56,-55.44,Walking
12:06:29,0.76,-0.51,0.15,-30.8,-57.82,-57.89,Walking
12:06:29,0.71,-0.46,0.2,-14.35,-64.75,-63.07,Walking
12:06:29,0.82,-0.42,0.1,9.45,-79.59,-61.53,Walking
12:06:29,0.92,-0.34,-0.04,14.35,-81.97,-61.11,Walking
12:06:29,0.9,-0.32,-0.09,0.21,-74.62,-64.33,Walking
12:06:29,0.79,-0.43,-0.02,-6.37,-74.41,-68.04,Walking
12:06:29,0.72,-0.65,0.17,-1.89,-78.47,-64.89,Walking
12:06:29,0.8,-0.76,0.37,-9.24,-66.36,-56.91,Walking
12:06:29,0.9,-0.71,0.3,-17.78,-33.53,-39.48,Walking
12:06:29,1.03,-0.49,0.01,-9.17,-11.9,-31.5,Walking
12:06:29,1.18,-0.35,-0.13,-13.72,-2.87,-29.12,Walking
12:06:29,1.18,-0.27,-0.15,-25.83,-4.48,-24.92,Walking
12:06:29,1,-0.52,-0.15,-69.3,18.48,-3.57,Walking
12:06:29,1.05,-0.4,0.09,-75.11,17.08,-2.94,Walking
12:06:29,1.1,-0.47,0.29,-88.97,37.59,-9.1,Walking
12:06:29,1.11,-0.77,0.21,-79.17,57.89,-15.4,Walking
12:06:29,1.01,-1.01,0.02,-44.66,65.45,-14.91,Walking
12:06:29,0.86,-1.19,-0.09,-12.6,54.6,-8.19,Walking
12:06:29,0.79,-1.17,0,0.63,44.38,9.59,Walking
12:06:29,0.95,-0.93,0.16,9.94,42.98,26.88,Walking
12:06:29,1.14,-0.82,0.26,6.93,59.99,44.03,Walking
12:06:29,1.16,-0.79,0.18,15.26,84.7,53.41,Walking
12:06:29,1.17,-0.84,0.17,30.1,112,87.43,Walking
12:06:29,1.07,-0.81,0.26,54.67,124.67,98.56,Walking
12:06:29,0.97,-0.62,0.29,73.29,137.06,110.04,Walking
12:06:29,1,-0.42,0.24,84.77,140.21,136.08,Walking
12:06:29,1.09,-0.22,0.14,83.65,135.38,152.88,Walking
12:06:29,1.25,-0.22,-0.04,82.32,119.84,162.4,Walking
12:06:29,1.45,-0.42,-0.34,102.62,79.24,175.21,Walking
12:06:29,1.64,-0.35,-0.43,117.25,47.46,179.69,Walking
12:06:29,1.78,-0.23,-0.27,78.54,52.43,168.28,Walking
12:06:29,1.74,-0.2,-0.07,23.31,79.17,150.22,Walking
12:06:29,1.44,-0.32,0.44,-109.48,69.93,151.76,Walking
12:06:29,1.33,-0.51,0.47,-85.26,47.11,134.82,Walking
12:06:29,1.29,-0.54,0.28,7.21,67.13,108.29,Walking
12:06:29,1.07,-0.44,-0.08,48.58,68.39,85.54,Walking
12:06:29,0.92,-0.41,-0.23,56,48.09,70.91,Walking
12:06:29,0.83,-0.42,-0.25,52.92,28.63,71.82,Walking
12:06:29,0.7,-0.49,-0.31,63.84,1.19,83.23,Walking
12:06:29,0.65,-0.53,-0.31,88.2,-29.05,96.04,Walking
12:06:29,0.64,-0.59,-0.16,107.31,-46.97,104.58,Walking
12:06:29,0.57,-0.63,0.1,84.07,-48.79,108.43,Walking
12:06:29,0.53,-0.88,0.09,59.15,-44.03,115.08,Walking
12:06:29,0.7,-0.44,-0.05,153.58,-47.32,110.67,Walking
12:06:29,0.66,-0.32,-0.14,185.57,-56.14,100.1,Walking
12:06:29,0.66,-0.26,-0.14,199.57,-65.31,94.78,Walking
12:06:29,0.67,-0.17,-0.17,207.55,-64.82,92.89,Walking
12:06:29,0.65,-0.13,-0.16,210.7,-63.28,91.7,Walking
12:06:29,0.61,-0.01,-0.15,208.25,-63.21,84,Walking
12:06:29,0.54,0.03,-0.17,196.42,-69.72,70.77,Walking
12:06:29,0.5,0.09,-0.17,164.01,-76.58,57.33,Walking
12:06:29,0.48,0.14,-0.2,158.55,-78.33,44.45,Walking
12:06:29,0.47,0.17,-0.21,141.12,-78.47,36.75,Walking
12:06:29,0.49,0.28,0.21,10.99,-107.24,-16.73,Walking
12:06:29,0.59,0.15,0.3,-25.76,-109.83,-29.47,Walking
12:06:29,0.78,-0.01,0.53,-60.97,-104.16,-40.74,Walking
12:06:29,0.91,-0.29,0.85,-78.75,-95.13,-44.31,Walking
12:06:29,1.06,-0.67,1.29,-68.46,-81.76,-40.46,Walking
12:06:29,1.29,-1.4,1.97,20.86,-33.11,-25.2,Walking
12:06:29,1.29,-2.06,2.05,143.29,-0.84,1.12,Walking
12:06:29,1.17,-2.47,1.32,117.67,-8.96,35.35,Walking
12:06:29,1.27,-3.02,0.59,68.53,-9.38,82.18,Walking
12:06:29,1.42,-2.27,0.25,67.83,5.81,109.27,Walking
12:06:29,0.8,-0.62,0.5,75.18,20.37,94.71,Walking
12:06:29,0.55,-0.23,0.49,86.94,17.01,68.53,Walking
12:06:29,0.1,0.03,0.29,61.18,0.35,37.59,Walking
12:06:29,0.04,0.02,0.13,14,-15.33,19.95,Walking
12:06:29,0.39,-0.18,0.12,-47.88,-28.56,0.84,Walking
12:06:29,0.74,-0.9,-0.05,-90.86,-38.29,-17.92,Walking
12:06:29,1.27,-1.34,-0.2,-54.39,-6.09,9.66,Walking
12:06:29,1.67,-1.16,0.04,-31.01,21.28,54.53,Walking
12:06:29,1.98,-0.78,0.38,48.02,-86.87,62.37,Walking
12:06:29,2.27,-0.39,1,194.39,-1.89,5.39,Walking
12:06:29,0.76,0.53,-0.11,111.09,-30.59,-23.17,Walking
12:06:29,0.89,0.78,0.1,-36.68,-14.56,-23.94,Walking
12:06:29,0.86,0.81,-0.12,-68.39,27.37,-82.53,Walking
12:06:29,0.84,0.5,-0.35,-54.74,46.27,-133,Walking
12:06:29,0.86,0.31,-0.38,-68.81,31.71,-139.16,Walking
12:06:29,1.14,0.23,-0.42,-105.21,20.3,-140.84,Walking
12:06:29,1.5,-0.13,-0.52,-103.11,9.66,-145.04,Walking
12:06:29,1.65,-0.51,-0.67,-46.06,-9.38,-131.32,Walking
12:06:29,1.46,-0.67,-0.63,11.9,-56.21,-97.79,Walking
12:06:29,1.16,-0.7,-0.57,40.53,-123.83,-60.13,Walking
12:06:29,0.87,-0.68,-0.32,67.41,-166.04,-24.99,Walking
12:06:29,0.73,-0.67,-0.18,74.13,-174.86,-37.45,Walking
12:06:29,0.66,-0.71,0.07,70.91,-172.83,-48.86,Walking
12:06:29,0.55,-0.65,0.4,47.11,-171.85,-47.53,Walking
12:06:29,0.69,-0.36,0.78,10.78,-157.43,-22.82,Walking
12:06:29,1,0.09,0.86,15.68,-89.11,-34.79,Walking
12:06:29,0.98,0.07,0.29,17.15,-62.3,-48.09,Walking
12:06:29,0.93,0.01,-0.02,-9.45,-69.72,-48.58,Walking
12:06:29,0.91,0.01,-0.1,-48.37,-66.08,-51.1,Walking
12:06:29,0.88,0.07,-0.09,-94.36,-51.8,-59.36,Walking
12:06:29,0.85,0.04,-0.15,-139.72,-40.18,-61.74,Walking
12:06:29,0.84,-0.51,-0.05,-94.08,-26.11,-60.9,Walking
12:06:29,0.82,-0.54,-0.09,-84.77,-25.34,-60.2,Walking
12:06:29,0.77,-0.59,-0.1,-66.5,-35,-62.09,Walking
12:06:29,0.73,-0.62,-0.08,-51.73,-44.52,-59.36,Walking
12:06:29,0.73,-0.64,-0.04,-34.16,-64.12,-56.91,Walking
12:06:29,0.73,-0.52,0.12,-19.25,-76.23,-53.55,Walking
12:06:29,0.78,-0.38,0.34,-28.07,-68.95,-55.16,Walking
12:06:29,0.86,-0.3,0.45,-28.98,-58.73,-57.96,Walking
12:06:29,0.98,-0.28,0.22,-11.55,-56.77,-62.51,Walking
12:06:29,0.93,-0.5,-0.1,-20.58,-57.33,-64.05,Walking
12:06:29,0.83,-0.61,-0.07,-14.56,-57.05,-65.17,Walking
12:06:29,0.75,-0.68,0.03,-33.95,-55.23,-60.48,Walking
12:06:29,0.77,-0.73,0.17,-29.19,-44.31,-49.98,Walking
12:06:29,0.88,-0.63,0.2,-25.2,-18.27,-35.63,Walking
12:06:29,1.05,-0.4,-0.02,-23.03,-1.68,-31.29,Walking
12:06:29,1.14,-0.28,-0.16,-33.81,3.64,-29.19,Walking
12:06:29,1.14,-0.22,-0.08,-46.06,6.09,-26.32,Walking
12:06:29,1.08,-0.26,0.09,-63.07,20.86,-27.58,Walking
12:06:29,1.04,-0.48,0,-78.61,42.7,-26.88,Walking
12:06:29,0.99,-0.65,-0.15,-80.29,51.45,-21.14,Walking
12:06:29,0.91,-0.66,-0.11,-71.75,28.14,-8.75,Walking
12:06:29,0.95,-0.61,0.09,-68.53,21.84,-10.71,Walking
12:06:29,0.99,-0.71,0.28,-58.8,32.2,-18.06,Walking
12:06:29,0.98,-0.96,0.18,-34.65,48.65,-17.29,Walking
12:06:29,0.99,-1.14,-0.01,-2.66,55.79,-7.77,Walking
12:06:29,0.98,-1.15,-0.12,15.82,47.25,11.34,Walking
12:06:29,1.09,-0.99,-0.08,27.79,37.45,32.41,Walking
12:06:29,1.22,-0.83,0.13,24.08,50.19,51.03,Walking
12:06:29,1.34,-0.72,0.26,13.02,74.83,72.87,Walking
12:06:29,1.42,-0.66,0.34,16.94,97.3,89.88,Walking
12:06:29,1.02,-0.68,0.19,60.62,124.81,114.31,Walking
12:06:29,0.98,-0.54,0.15,81.62,129.92,131.53,Walking
12:06:29,1.09,-0.3,0.13,81.06,131.32,145.18,Walking
12:06:29,1.24,-0.21,0.06,73.64,122.22,156.59,Walking
12:06:29,1.42,-0.32,-0.28,86.38,94.71,169.47,Walking
12:06:29,1.63,-0.38,-0.38,103.18,62.09,180.67,Walking
12:06:29,1.85,-0.3,-0.29,73.92,60.48,179.55,Walking
12:06:29,1.95,-0.21,-0.15,21.91,76.72,169.96,Walking
12:06:29,1.88,-0.12,0.18,-32.34,76.51,162.4,Walking
12:06:29,1.68,-0.25,0.55,-79.17,58.66,159.39,Walking
12:06:29,0.84,-0.36,-0.2,33.11,19.6,76.37,Walking
12:06:29,0.74,-0.44,-0.18,36.89,3.99,84.49,Walking
12:06:29,0.65,-0.61,-0.15,65.59,-24.85,100.73,Walking
12:06:29,0.62,-0.56,0.04,85.89,-27.72,112.63,Walking
12:06:29,0.53,-0.52,0.06,83.79,-20.72,106.89,Walking
12:06:29,0.56,-0.51,0.01,100.8,-20.23,103.81,Walking
12:06:29,0.61,-0.32,-0.09,142.1,-26.53,101.92,Walking
12:06:29,0.66,-0.25,-0.1,144.97,-32.69,100.52,Walking
12:06:29,0.66,-0.17,-0.06,161.91,-30.8,98.91,Walking
12:06:29,0.63,-0.07,-0.11,166.6,-33.25,92.54,Walking
12:06:29,0.56,0.03,-0.13,151.76,-39.76,77.91,Walking
12:06:29,0.51,0.07,-0.15,145.95,-45.78,63.14,Walking
12:06:29,0.5,0.07,-0.15,134.61,-51.87,53.48,Walking
12:06:29,0.5,0.12,-0.16,126.91,-51.52,43.75,Walking
12:06:29,0.46,0.19,-0.19,118.44,-50.12,32.76,Walking
12:06:29,0.43,0.24,-0.23,102.83,-53.55,25.13,Walking
12:06:29,0.4,0.3,-0.2,85.47,-64.05,14.21,Walking
12:06:29,0.42,0.29,-0.14,68.95,-72.8,5.88,Walking
12:06:29,0.42,0.31,-0.08,57.68,-80.08,-3.29,Walking
12:06:29,0.4,0.31,-0.04,39.41,-105.28,-16.87,Walking
12:06:29,0.44,0.27,0.06,19.04,-98.42,-32.13,Walking
12:06:29,0.65,-0.14,0.45,-45.01,-103.32,-46.2,Walking
12:06:29,0.8,-0.5,0.74,-66.71,-91.07,-37.31,Walking
12:06:29,0.95,-0.94,1.13,-79.59,-68.67,-17.78,Walking
12:06:29,1.22,-1.71,1.85,-44.17,-23.31,10.57,Walking
12:06:29,1.28,-2.48,2.18,88.97,1.47,26.39,Walking
12:06:29,1.14,-2.68,1.34,58.24,9.1,36.26,Walking
12:06:29,1.1,-2.74,0.51,35.49,13.58,59.08,Walking
12:06:29,1.21,-1.81,0.29,34.23,21.42,74.69,Walking
12:06:29,1.04,-1.2,0.57,55.65,16.17,75.81,Walking
12:06:29,0.75,-0.75,0.62,97.16,15.68,66.99,Walking
12:06:29,0.37,-0.03,0.27,92.89,-9.17,37.59,Walking
12:06:29,0.2,0.03,0.13,36.68,-19.53,28.56,Walking
12:06:29,0.14,0.1,0.08,-39.27,-13.58,17.08,Walking
12:06:29,0.18,-0.34,-0.32,-89.46,-7.42,-9.59,Walking
12:06:29,0.42,-0.63,-0.33,-89.04,-6.37,-18.13,Walking
12:06:29,0.64,-0.34,-0.2,-57.61,-35.56,-27.72,Walking
12:06:40,0.82,-0.12,0.19,-23.66,-155.54,3.99,Walking
12:06:40,1.09,0.75,1.44,-91.84,-164.64,-21.21,Walking
12:06:40,1.24,0.45,0.85,-89.39,-5.53,-68.81,Walking
12:06:40,0.94,0.06,0.05,-76.09,3.15,-78.33,Walking
12:06:40,0.71,-0.71,0,-131.81,-46.06,-43.4,Walking
12:06:40,0.77,-0.72,0.15,-103.74,-44.59,-46.83,Walking
12:06:40,0.82,-0.64,0.16,-106.12,-26.11,-52.43,Walking
12:06:40,0.79,-0.61,0.07,-102.83,-15.19,-49.63,Walking
12:06:40,0.79,-0.6,0,-86.73,-17.78,-47.67,Walking
12:06:40,0.82,-0.56,-0.05,-72.45,-25.69,-46.62,Walking
12:06:40,0.81,-0.57,-0.02,-57.4,-42.91,-46.9,Walking
12:06:40,0.82,-0.55,0.1,-47.88,-59.71,-47.6,Walking
12:06:40,0.83,-0.55,0.34,-50.89,-76.3,-44.31,Walking
12:06:40,0.87,-0.58,0.61,-31.71,-74.76,-45.29,Walking
12:06:40,0.99,-0.58,0.24,8.33,-31.15,-53.55,Walking
12:06:40,0.89,-0.59,0.04,-2.31,-14.42,-51.94,Walking
12:06:40,0.73,-0.67,-0.14,-8.75,-10.01,-47.04,Walking
12:06:40,0.66,-0.72,-0.17,0,-14.91,-42.21,Walking
12:06:40,0.7,-0.76,-0.13,2.38,-16.52,-37.8,Walking
12:06:40,0.79,-0.72,-0.13,-9.45,-9.03,-27.65,Walking
12:06:40,0.87,-0.58,-0.2,-13.72,-8.26,-21,Walking
12:06:40,0.9,-0.38,-0.19,-13.93,-13.65,-20.3,Walking
12:06:40,0.95,-0.24,-0.12,-22.26,-19.32,-17.08,Walking
12:06:40,0.99,-0.11,0.01,-34.16,-17.08,-14.14,Walking
12:06:40,1.02,-0.19,0.08,-61.32,23.73,-29.54,Walking
12:06:40,1.01,-0.44,-0.04,-73.78,35,-33.81,Walking
12:06:40,0.95,-0.63,-0.13,-64.54,33.81,-35.77,Walking
12:06:40,0.9,-0.73,-0.12,-49.07,17.92,-36.54,Walking
12:06:40,0.88,-0.82,-0.01,-35.35,3.01,-32.13,Walking
12:06:40,0.81,-0.85,0.12,-14.49,0,-23.66,Walking
12:06:40,0.79,-0.85,0.21,8.89,4.27,-16.8,Walking
12:06:40,0.84,-0.84,0.25,23.17,18.97,-18.76,Walking
12:06:40,0.88,-0.91,0.15,37.31,30.94,-12.32,Walking
12:06:40,0.84,-0.86,0.06,39.27,35.77,-1.33,Walking
12:06:40,0.79,-0.73,0,45.36,37.59,16.17,Walking
12:06:40,0.89,-0.6,0.2,59.57,47.95,41.93,Walking
12:06:40,1.08,-0.58,0.3,51.1,74.41,63.49,Walking
12:06:40,1.24,-0.62,0.24,44.94,98.28,82.67,Walking
12:06:40,1.31,-0.63,0.12,49.14,109.2,99.96,Walking
12:06:40,1.31,-0.56,0.2,52.85,114.17,112.07,Walking
12:06:40,1.3,-0.45,0.3,48.16,134.89,118.58,Walking
12:06:40,1.29,-0.32,0.27,40.25,154.77,126.49,Walking
12:06:40,1.29,-0.24,0.06,33.81,154.14,144.13,Walking
12:06:40,1.31,-0.24,-0.22,41.51,126,154.98,Walking
12:06:40,1.39,-0.29,-0.44,61.11,82.53,161.28,Walking
12:06:40,1.12,-0.82,0.4,-44.03,30.17,111.09,Walking
12:06:40,1.04,-0.88,0.27,40.32,27.09,107.94,Walking
12:06:40,0.95,-0.7,0.04,94.15,25.13,104.93,Walking
12:06:40,0.87,-0.55,-0.15,109.76,14.7,96.04,Walking
12:06:40,0.82,-0.51,-0.18,113.12,-6.3,92.47,Walking
12:06:40,0.82,-0.48,-0.18,113.82,-18.06,95.69,Walking
12:06:40,0.78,-0.49,-0.21,120.26,-31.22,95.55,Walking
12:06:40,0.75,-0.52,-0.19,133.98,-48.93,95.13,Walking
12:06:40,0.76,-0.55,-0.13,144.2,-59.57,97.02,Walking
12:06:40,0.71,-0.53,-0.06,143.78,-67.76,94.99,Walking
12:06:40,0.75,-0.43,-0.1,166.39,-69.86,98.7,Walking
12:06:40,0.73,-0.34,-0.18,187.6,-68.46,90.09,Walking
12:06:40,0.7,-0.35,-0.25,210.91,-70.49,78.68,Walking
12:06:40,0.7,-0.31,-0.2,208.95,-73.78,75.74,Walking
12:06:40,0.69,-0.24,-0.23,200.69,-78.05,69.72,Walking
12:06:40,0.68,-0.13,-0.24,198.24,-82.46,56.77,Walking
12:06:40,0.68,-0.02,-0.25,184.1,-83.16,47.39,Walking
12:06:40,0.64,0.24,-0.21,160.44,-85.89,36.12,Walking
12:06:40,0.56,0.2,-0.17,140.56,-91.63,26.74,Walking
12:06:40,0.49,0.18,-0.11,131.74,-97.58,21.49,Walking
12:06:40,0.49,0.05,-0.12,127.96,-123.06,-1.96,Walking
12:06:40,0.52,-0.03,-0.12,127.26,-139.93,-14.91,Walking
12:06:40,0.57,-0.26,-0.02,116.06,-159.11,-25.34,Walking
12:06:40,0.68,-0.7,0.18,106.75,-178.36,-32.97,Walking
12:06:40,0.86,-1.2,0.54,140.7,-181.37,-27.3,Walking
12:06:40,1.02,-1.66,0.88,219.66,-165.83,-11.76,Walking
12:06:40,1.06,-1.79,0.94,311.57,-144.76,4.55,Walking
12:06:40,0.88,-1.49,0.98,333.9,-122.15,24.22,Walking
12:06:40,0.69,-1.14,0.51,243.81,-87.29,41.93,Walking
12:06:40,0.58,-0.93,-0.16,169.19,-64.68,36.75,Walking
12:06:40,0.84,-0.48,-0.38,227.43,-79.66,43.61,Walking
12:06:40,1.03,0.08,-0.26,269.92,-111.23,38.99,Walking
12:06:40,1.18,0.53,0.1,315.21,-169.12,6.37,Walking
12:06:40,1.64,1.46,1.3,306.67,-157.78,-86.17,Walking
12:06:40,1.67,2.08,1.19,45.22,7.42,-152.04,Walking
12:06:40,1.01,0.96,-0.17,-104.79,43.47,-105.14,Walking
12:06:40,0.99,0.27,-0.59,-145.39,21.35,-64.47,Walking
12:06:40,1.44,-0.16,-0.69,-100.8,47.74,-87.43,Walking
12:06:40,1.66,-0.6,-0.9,40.25,64.54,-89.88,Walking
12:06:40,1.47,-0.53,-0.93,135.1,-4.41,-69.65,Walking
12:06:40,1.65,-0.81,-0.11,33.81,-48.37,0.14,Walking
12:06:40,1.07,-1.02,-0.12,48.65,-78.05,24.29,Walking
12:06:40,0.71,-0.98,-0.07,95.97,-91.7,35.91,Walking
12:06:40,0.58,-0.89,-0.2,142.45,-88.97,33.88,Walking
12:06:40,0.52,-0.77,-0.36,149.45,-101.71,26.81,Walking
12:06:40,0.45,-0.7,-0.42,122.01,-125.44,14.35,Walking
12:06:40,0.44,-0.61,-0.33,104.09,-137.76,-14.56,Walking
12:06:40,0.64,-0.41,-0.18,84.63,-127.75,-11.48,Walking
12:06:40,0.86,-0.16,-0.05,52.92,-112.63,-11.76,Walking
12:06:40,0.96,-0.04,0.04,53.34,-120.75,-14.07,Walking
12:06:40,1.17,0.5,0.92,97.02,-97.51,-54.6,Walking
12:06:40,1.19,0.24,0.38,118.93,-30.24,-54.25,Walking
12:06:40,0.93,-0.22,0.01,81.34,-26.46,-47.25,Walking
12:06:40,0.79,-0.69,0.06,92.54,-35,-32.34,Walking
12:06:40,0.79,-0.74,0.05,100.1,-35.77,-19.18,Walking
12:06:40,0.8,-0.59,-0.02,106.68,-36.05,-16.8,Walking
12:06:40,0.81,-0.45,-0.08,113.47,-41.44,-11.76,Walking
12:06:40,0.88,-0.3,-0.05,117.04,-50.61,-10.15,Walking
12:06:40,0.99,-0.19,-0.02,112.21,-51.59,-12.25,Walking
12:06:40,1.04,-0.15,-0.04,104.58,-52.43,-14.77,Walking
12:06:40,1.1,-0.17,-0.11,106.75,-59.01,-15.26,Walking
12:06:40,1.17,-0.11,-0.19,122.78,-63.56,-14.35,Walking
12:06:40,1.16,-0.06,-0.18,119.91,-61.32,-14.91,Walking
12:06:40,1.17,-0.09,-0.11,111.93,-58.8,-20.09,Walking
12:06:40,1.11,-0.18,-0.01,94.85,-49.49,-22.61,Walking
12:06:40,1.04,-0.33,0,87.15,-38.43,-27.79,Walking
12:06:40,0.88,-0.49,0.03,85.96,-30.52,-33.67,Walking
12:06:40,0.76,-0.67,0.09,91.35,-28.56,-29.12,Walking
12:06:40,0.82,-0.75,0.11,97.09,-29.19,-21.28,Walking
12:06:40,0.95,-0.76,0.06,106.75,-27.16,-20.09,Walking
12:06:40,0.96,-0.7,-0.06,119.77,-25.62,-21.77,Walking
12:06:40,0.91,-0.48,-0.29,126.35,-34.09,-26.6,Walking
12:06:40,0.92,-0.36,-0.24,117.67,-43.12,-28.28,Walking
12:06:40,0.94,-0.32,-0.14,111.65,-43.89,-28.07,Walking
12:06:40,0.92,-0.32,-0.09,107.17,-38.85,-27.44,Walking
12:06:40,0.87,-0.38,-0.1,105.56,-32.41,-24.99,Walking
12:06:40,0.88,-0.4,-0.12,101.57,-25.9,-21.7,Walking
12:06:40,1,-0.38,-0.12,95.97,-17.36,-21.35,Walking
12:06:40,1.09,-0.36,-0.1,90.72,-8.89,-23.31,Walking
12:06:40,1.13,-0.38,-0.06,86.31,0.84,-26.53,Walking
12:06:40,0.84,-0.68,0.19,87.08,44.87,-19.81,Walking
12:06:40,0.85,-0.7,0.2,91.49,45.71,-9.87,Walking
12:06:40,0.93,-0.71,0.21,100.24,46.2,1.54,Walking
12:06:40,1.09,-0.72,0.16,110.74,50.12,12.95,Walking
12:06:40,1.13,-0.64,0.12,119.14,60.9,23.45,Walking
12:06:40,1.09,-0.48,0.15,113.19,71.54,35.21,Walking
12:06:40,1.03,-0.53,0.18,118.79,82.11,50.05,Walking
12:06:40,1.04,-0.6,0.26,118.3,94.92,64.61,Walking
12:06:40,1.01,-0.6,0.22,119.21,109.48,84.77,Walking
12:06:40,0.97,-0.53,0.08,114.17,107.66,111.02,Walking
12:06:40,0.99,-0.53,0.07,111.3,104.58,127.12,Walking
12:06:40,1.19,-0.57,-0.11,93.94,81.48,139.79,Walking
12:06:40,1.26,-0.6,-0.07,109.83,59.08,138.46,Walking
12:06:40,1.36,-0.53,0.06,132.09,33.6,133.42,Walking
12:06:40,1.5,-0.5,0,147.35,30.87,124.81,Walking
12:06:40,1.46,-0.44,-0.18,153.72,26.18,117.46,Walking
12:06:40,1.47,-0.39,-0.27,154.91,21.84,110.74,Walking
12:06:40,1.33,-0.33,-0.31,149.59,14.14,103.74,Walking
12:06:40,1.14,-0.31,-0.24,142.8,2.45,99.4,Walking
12:06:40,1.02,-0.39,-0.09,118.58,5.46,107.03,Walking
12:06:40,0.86,-0.5,-0.07,102.06,9.73,117.39,Walking
12:06:40,0.62,-0.73,-0.27,122.85,-28.7,138.81,Walking
12:06:40,0.66,-0.83,-0.29,152.95,-53.83,154.84,Walking
12:06:40,0.82,-0.68,-0.28,169.75,-65.45,167.16,Walking
12:06:40,1.04,-0.41,-0.29,155.89,-67.48,166.81,Walking
12:06:40,1.13,-0.11,-0.36,134.47,-69.16,147.49,Walking
12:06:40,1.15,0.01,-0.33,134.19,-87.36,122.85,Walking
12:06:40,1.15,-0.05,-0.19,136.29,-92.89,130.2,Walking
12:06:40,1.02,-0.23,-0.22,152.95,-95.06,172.27,Walking
12:06:40,0.9,-0.3,-0.16,169.33,-104.44,177.8,Walking
12:06:40,0.83,-0.53,0.03,190.61,-98.42,175.21,Walking
12:06:40,0.96,-0.61,0.02,191.38,-87.5,169.19,Walking
12:06:40,1,-0.54,-0.07,187.95,-85.19,159.74,Walking
12:06:40,0.96,-0.49,-0.12,198.38,-92.61,145.53,Walking
